easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min),name,cumulative production,well length (ft),frac stages,total proppant (lbs),total pump rate (cubic feet/min)
89553.0,59700.0,0.03,0.004,0.32899999999999996,10784706.385,0.19123337654540828,0.8087666234545917,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
89646.0,59700.0,0.03,0.004,0.32899999999999996,10784706.385,0.19123337654540828,0.8087666234545917,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
89738.0,59700.0,0.05,0.01,0.32899999999999996,10774864.394000001,0.19111271780582487,0.8088872821941749,750194.8408133419,287.891090757886,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
89830.0,59700.0,0.06,0.019,0.32799999999999996,10764983.94,0.19099361386980984,0.8090063861301902,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
89922.0,59700.0,0.02,0.002,0.32799999999999996,10755065.328,0.1908760816114836,0.8091239183885164,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90014.0,59700.0,0.04,0.006,0.32799999999999996,10745108.862,0.1907601374850285,0.8092398625149715,737647.2949688202,306.6017405671646,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90106.0,59700.0,0.07,0.022000000000000002,0.32799999999999996,10735114.845,0.1906457975268557,0.8093542024731443,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90198.0,59700.0,0.04,0.008,0.32799999999999996,10725083.576,0.19053307735765346,0.8094669226423465,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90290.0,59700.0,0.04,0.006,0.32799999999999996,10715015.35,0.19042199218434666,0.8095780078156534,958911.0916817859,281.78845688964975,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90382.0,59700.0,0.04,0.006,0.32799999999999996,10704910.461000001,0.19031255680180004,0.8096874431982,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90475.0,59700.0,0.04,0.006999999999999999,0.327,10694769.202,0.1902047855946721,0.8097952144053279,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90567.0,59700.0,0.02,0.001,0.327,10684591.86,0.19009869253870235,0.8099013074612976,792329.0167190076,303.14835479255504,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90659.0,59700.0,0.03,0.004,0.327,10674378.724,0.1899942912022822,0.8100057087977178,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90751.0,59700.0,0.07,0.019,0.327,10664130.077,0.1898915947477588,0.8101084052522411,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90843.0,59700.0,0.07,0.019,0.327,10664130.077,0.1898915947477588,0.8101084052522411,700373.5534650275,332.27771269809256,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
90935.0,59700.0,0.03,0.004,0.327,10653846.202,0.18979061593248853,0.8102093840675115,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
91027.0,59700.0,0.04,0.006999999999999999,0.327,10643527.377999999,0.18969136711000945,0.8103086328899906,,,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
91119.0,59700.0,0.06,0.012,0.327,10633173.882000001,0.18959386023107025,0.8104061397689297,138278.40133524814,257.05291843803946,State 3-95H,21771.0,9119.0,34.0,23623228.454202708,10308.962084585151
26800.0,53600.0,0.01,0.0,0.306,12146200.826,0.12957477370969095,0.8704252262903092,938816.9249199593,359.9787630243048,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
26900.0,53600.0,0.03,0.004,0.306,12152407.837000001,0.12962619921301322,0.8703738007869868,572581.5152421747,280.55661100885897,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27000.0,53600.0,0.05,0.011000000000000001,0.306,12158498.127,0.12967489225058726,0.8703251077494127,1357779.7622254568,282.86402135944047,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27099.0,53600.0,0.01,0.001,0.306,12164469.914,0.1297208192390045,0.8702791807609955,943283.9540609936,293.94906387246516,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27199.0,53600.0,0.05,0.009000000000000001,0.306,12170321.429000001,0.12976394626653598,0.8702360537334641,498484.76863062225,315.3317227338095,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27299.0,53600.0,0.01,0.0,0.306,12176050.909000002,0.12980423915242725,0.8701957608475728,394931.51264795294,197.41104613746705,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27399.0,53600.0,0.02,0.001,0.306,12181656.607,0.12984166351584273,0.8701583364841573,760716.847344963,247.45002553964687,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27499.0,53600.0,0.02,0.001,0.306,12187136.787999999,0.12987618485504646,0.8701238151449535,626271.727430481,183.05458937245862,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27598.0,53600.0,0.03,0.004,0.306,12192489.738,0.1299077686374203,0.8700922313625797,652010.6639395852,331.8703819400515,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27698.0,53600.0,0.02,0.001,0.306,12197713.757000001,0.12993638040112532,0.8700636195988747,532176.1666992076,363.3013966435054,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27798.0,53600.0,0.04,0.006,0.306,12202807.174,0.12996198586882193,0.8700380141311781,147274.09424423403,372.9972699991854,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27898.0,53600.0,0.02,0.002,0.306,12207768.339000005,0.1299845510737492,0.8700154489262508,1111578.5660841914,201.8958970568647,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
27997.0,53600.0,0.06,0.018000000000000002,0.307,12212595.633,0.13000404249887074,0.8699959575011292,841263.1545845653,302.64151823525884,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28097.0,53600.0,0.03,0.005,0.307,12217287.470999999,0.1300204272288437,0.8699795727711563,750219.1904794833,240.78039561306,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28197.0,53600.0,0.03,0.003,0.307,12221842.304000001,0.13003367311498315,0.8699663268850168,844315.5845937255,232.39807525080795,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28297.0,53600.0,0.01,0.0,0.307,12226258.624000002,0.130043748953051,0.8699562510469491,406255.135192379,271.31888679417494,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28397.0,53600.0,0.02,0.001,0.307,12230534.97,0.13005062467305478,0.8699493753269452,1521517.9118661524,234.94195033364792,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28496.0,53600.0,0.04,0.005,0.307,12234669.93,0.1300542715405872,0.8699457284594128,718652.5636134213,402.2455345402877,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28596.0,53600.0,0.05,0.006999999999999999,0.307,12238662.149,0.13005466236834978,0.8699453376316502,1021198.2018295316,225.84542780429027,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28696.0,53600.0,0.05,0.008,0.307,12242510.332999999,0.13005177173640495,0.8699482282635951,1125892.1734854241,250.23550862785942,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28796.0,53600.0,0.06,0.015,0.307,12246213.254,0.1300455762194311,0.8699544237805689,36585.2747761979,290.93814450452686,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28896.0,53600.0,0.05,0.009000000000000001,0.307,12249769.755,0.13003605461866868,0.8699639453813313,1479626.318235626,302.27661807101674,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
28995.0,53600.0,0.02,0.001,0.307,12253178.758,0.13002318819605493,0.869976811803945,958940.5821419342,300.85822395939516,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29095.0,53600.0,0.04,0.006999999999999999,0.307,12256439.265999999,0.13000696090767516,0.8699930390923248,303498.0982681168,239.93171351543597,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29195.0,53600.0,0.03,0.004,0.307,12259550.37,0.12998735963331384,0.8700126403666861,650187.7499095093,311.54394236334605,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29295.0,53600.0,0.04,0.005,0.307,12262511.257000001,0.12996437439878306,0.8700356256012169,1958316.3585734216,313.130566705008,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29394.0,53600.0,0.04,0.006999999999999999,0.307,12265321.207999999,0.1299379985875011,0.8700620014124989,677894.8063500402,334.79142557410944,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29494.0,53600.0,0.03,0.004,0.307,12267979.611,0.12990822913765585,0.8700917708623441,322577.45032513904,290.57219871138983,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29594.0,53600.0,0.03,0.003,0.308,12270485.957,0.12987506672145116,0.8701249332785488,781410.8367299328,347.06119563286893,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29694.0,53600.0,0.03,0.004,0.308,12272839.85,0.1298385159030045,0.8701614840969956,804507.5232876169,227.5618358903199,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29794.0,53600.0,0.06,0.015,0.308,12275041.009000001,0.12979858527194946,0.8702014147280506,512674.0536742316,364.8724540402887,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29893.0,53600.0,0.03,0.004,0.308,12277089.265,0.12975528754965593,0.8702447124503441,619518.41608539,342.0818091110969,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
29993.0,53600.0,0.05,0.01,0.308,12278984.572,0.12970863966624938,0.8702913603337507,1209364.06783247,315.74045704442483,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30093.0,53600.0,0.05,0.01,0.308,12280727.0,0.12965866280642466,0.8703413371935753,1327611.7668339394,322.80771744979353,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30193.0,53600.0,0.05,0.013999999999999999,0.308,12282316.74,0.12960538242308808,0.8703946175769119,1018213.8695335558,348.28454181279494,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30293.0,53600.0,0.05,0.006999999999999999,0.308,12283754.102,0.1295488282187433,0.8704511717812566,656618.1666639525,342.107430286402,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30392.0,53600.0,0.03,0.003,0.308,12285039.512,0.12948903409443205,0.870510965905568,877069.8510164041,247.32946456283432,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30492.0,53600.0,0.03,0.002,0.308,12286173.517,0.12942603806792474,0.8705739619320753,590800.5575205332,355.0057923960687,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30592.0,53600.0,0.03,0.004,0.308,12287156.772,0.1293598821621766,0.8706401178378234,787921.0696668085,310.6489047787838,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30692.0,53600.0,0.02,0.001,0.308,12287990.048,0.1292906122668644,0.8707093877331356,1028486.1403124965,357.8401236757052,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30791.0,53600.0,0.05,0.01,0.308,12288674.218,0.12921827797525465,0.8707817220247454,1182233.325103765,319.7132725573087,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30891.0,53600.0,0.05,0.011000000000000001,0.308,12289210.262,0.12914293239988,0.8708570676001199,364466.4110261235,250.46096207131126,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
30991.0,53600.0,0.02,0.001,0.308,12289599.255,0.12906463197028814,0.8709353680297118,1042793.5659950308,245.02094769002176,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31091.0,53600.0,0.02,0.001,0.308,12289842.367,0.12898343621623345,0.8710165637837666,1347669.3138538443,321.19617590485257,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31191.0,53600.0,0.03,0.003,0.308,12289940.855999999,0.12889940754020304,0.871100592459797,510262.3252503681,354.1913702866892,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31290.0,53600.0,0.05,0.011000000000000001,0.308,12289896.060999999,0.12881261098259295,0.871187389017407,843235.2165130187,225.1592182780348,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31390.0,53600.0,0.04,0.005,0.309,12289709.4,0.12872311398308312,0.8712768860169169,775765.3992249328,282.5348062054984,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31490.0,53600.0,0.02,0.002,0.309,12289382.361,0.1286309861410884,0.8713690138589116,796081.2594781548,352.60692060300653,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31590.0,53600.0,0.03,0.005,0.309,12288916.499000002,0.1285362989785243,0.8714637010214756,737263.6023887614,281.5072899028627,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31690.0,53600.0,0.04,0.005,0.309,12288313.431,0.12843912570722474,0.8715608742927753,447763.0270818261,388.9243155009814,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31789.0,53600.0,0.04,0.006,0.309,12287574.826,0.12833954100312836,0.8716604589968716,146200.14651591147,333.3024355384899,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31889.0,53600.0,0.03,0.004,0.309,12286702.408,0.1282376207893088,0.8717623792106912,1048849.948472722,360.67226204496484,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
31989.0,53600.0,0.03,0.003,0.309,12285697.943,0.12813344202914878,0.8718665579708512,,265.71202644479905,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32089.0,53600.0,0.03,0.002,0.309,12284563.240999999,0.12802708253080325,0.8719729174691968,984445.7976400708,391.1494413432724,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32189.0,53600.0,0.02,0.001,0.309,12283300.146,0.12791862076385813,0.8720813792361419,1227022.648475263,338.3395416895878,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32288.0,53600.0,0.03,0.003,0.309,12281910.537,0.1278081356885416,0.8721918643114583,502710.9058212717,319.86124448369634,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32388.0,53600.0,0.04,0.005,0.309,12280396.322,0.12769570659796842,0.8723042934020315,738431.6566464964,339.9065935870258,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32488.0,53600.0,0.05,0.009000000000000001,0.309,12278759.433,0.12758141297311265,0.8724185870268873,987656.3451509543,316.03575163770006,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32588.0,53600.0,0.03,0.003,0.309,12277001.826,0.12746533435071974,0.8725346656492803,945158.1601685913,370.9543385338481,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32687.0,53600.0,0.02,0.001,0.309,12275125.476,0.12734755020359173,0.8726524497964083,516716.70290999993,297.51295229914814,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32787.0,53600.0,0.06,0.013999999999999999,0.309,12273132.373,0.12722813983275155,0.8727718601672485,651488.1418651076,289.7751542608301,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32887.0,53600.0,0.04,0.006,0.309,12271024.525,0.12710718227121948,0.8728928177287805,578370.8340742058,293.55384969122815,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
32987.0,53600.0,0.03,0.004,0.309,12268803.949000001,0.12698475619848032,0.8730152438015197,517598.0514114145,314.135619189733,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33087.0,53600.0,0.04,0.005,0.309,12266472.674,0.1268609398651425,0.8731390601348575,570293.9125685832,306.36329219421884,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33186.0,53600.0,0.04,0.006,0.309,12264032.738,0.12673581102709575,0.8732641889729043,972719.7716452305,210.23674207026667,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33286.0,53600.0,0.03,0.002,0.31,12261486.184,0.12660944688838152,0.8733905531116185,600544.2578637247,358.0197477984204,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33386.0,53600.0,0.07,0.024,0.31,12258835.062,0.1264819240521623,0.8735180759478377,986975.936996748,255.43582425865762,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33486.0,53600.0,0.03,0.005,0.31,12256081.427000001,0.12635331847904185,0.8736466815209581,858432.5147354612,278.30345317853573,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33586.0,53600.0,0.03,0.003,0.31,12253227.335,0.12622370545211714,0.8737762945478829,588658.3219603888,284.73616951657823,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33685.0,53600.0,0.04,0.006,0.31,12250274.849000001,0.126093159548121,0.873906840451879,757809.7607714351,340.96297287347517,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33785.0,53600.0,0.02,0.002,0.31,12247226.027999999,0.12596175461395098,0.874038245386049,920263.456555292,196.8208451174554,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33885.0,53600.0,0.04,0.006999999999999999,0.31,12244082.935,0.12582956374827153,0.8741704362517284,698991.2972594068,232.63790366668118,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
33985.0,53600.0,0.02,0.002,0.31,12240847.634000001,0.12569665928732304,0.8743033407126769,1155960.9109967102,422.50728737845117,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34084.0,53600.0,0.03,0.003,0.31,12237522.187,0.1255631127947166,0.8744368872052835,1407895.8052708781,368.34796650910164,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34184.0,53600.0,0.05,0.008,0.31,12234108.655,0.12542899505466149,0.8745710049453386,716501.0067259491,388.7469489374472,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34284.0,53600.0,0.05,0.01,0.31,12230609.1,0.12529437606813446,0.8747056239318656,856076.2630237717,288.6546452128044,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34384.0,53600.0,0.04,0.004,0.31,12227025.58,0.12515932505178504,0.8748406749482149,840641.1656224278,363.9280507449652,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34484.0,53600.0,0.04,0.008,0.31,12223360.152999999,0.1250239104390869,0.8749760895609131,701517.0227861967,291.6842863702942,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34583.0,53600.0,0.04,0.008,0.31,12219614.874000002,0.1248881998833964,0.8751118001166036,990081.2931738095,279.87233240989616,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34683.0,53600.0,0.04,0.006,0.31,12215791.795999998,0.1247522602629142,0.8752477397370858,572812.0524288681,210.803509974904,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34783.0,53600.0,0.03,0.003,0.31,12211892.969,0.1246161576867615,0.8753838423132385,1158227.4323601592,297.7219629871698,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34883.0,53600.0,0.05,0.009000000000000001,0.31,12207920.442,0.12447995750263185,0.8755200424973681,346474.0168587837,288.3162762804422,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
34983.0,53600.0,0.05,0.006999999999999999,0.31,12203876.259000001,0.12434372430515425,0.8756562756948457,1501203.846651588,190.464456248851,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35082.0,53600.0,0.02,0.001,0.31,12199762.463,0.12420752194526527,0.8757924780547347,1180743.533099696,253.5501761193996,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35182.0,53600.0,0.04,0.005,0.311,12195581.092,0.12407141354011884,0.8759285864598811,374506.2371495708,286.9239106204581,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35282.0,53600.0,0.03,0.004,0.311,12191334.181,0.12393546148363255,0.8760645385163675,1603336.9663992603,243.96849733534538,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35382.0,53600.0,0.03,0.005,0.311,12187023.764,0.12379972745728862,0.8762002725427114,976541.3864296605,339.2108089868093,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35481.0,53600.0,0.01,0.001,0.311,12182651.869,0.1236642724413697,0.8763357275586303,1160324.4753459808,285.3452205828407,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35581.0,53600.0,0.04,0.008,0.311,12178220.522,0.12352915672618807,0.8764708432738121,974787.6650298913,316.99209195722426,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35681.0,53600.0,0.03,0.003,0.311,12173731.742999999,0.12339443992362704,0.8766055600763729,658997.4582822223,361.0239216741817,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35781.0,53600.0,0.03,0.004,0.311,12169187.550999999,0.12326018097846085,0.8767398190215392,520499.0890149915,320.2114781935369,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35881.0,53600.0,0.02,0.002,0.311,12164589.96,0.1231264381798258,0.8768735618201742,558225.5478086141,233.12709418948086,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
35980.0,53600.0,0.04,0.006999999999999999,0.311,12159940.979,0.12299326917246667,0.8770067308275333,721352.8618475731,336.11667700724126,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36080.0,53600.0,0.03,0.004,0.311,12155242.615,0.1228607309678644,0.8771392690321356,755625.0031986751,272.56605824338413,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36180.0,53600.0,0.04,0.005,0.311,12150496.867999999,0.12272887995514872,0.8772711200448513,1083162.2325946232,218.7547603955261,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36280.0,53600.0,0.03,0.004,0.311,12145705.736,0.122597771911792,0.877402228088208,1551549.8613072038,291.03933888660646,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36380.0,53600.0,0.04,0.006,0.311,12140871.212000001,0.1224674620140364,0.8775325379859636,498779.0791381913,324.72582024767075,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36479.0,53600.0,0.02,0.002,0.311,12135995.282,0.12233800484695025,0.8776619951530498,477601.7672266536,321.798751083002,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36579.0,53600.0,0.05,0.009000000000000001,0.311,12131079.93,0.12220945441431062,0.8777905455856894,956661.0872877244,220.09627333000927,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
36679.0,53600.0,0.05,0.009000000000000001,0.311,12126127.134000001,0.12208186414799678,0.8779181358520032,807556.1316376744,302.6664728752551,Tribal 11-185H,38109.0,9879.0,99.0,81321556.59097329,29625.649134729734
64100.0,47800.0,0.06,0.013000000000000001,0.324,13098480.492,0.20111212521201066,0.7988878747879894,814115.1294775971,294.46877301286185,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64161.0,47800.0,0.08,0.023,0.324,13105185.452,0.20154169936644148,0.7984583006335585,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64222.0,47800.0,0.08,0.023,0.324,13105185.452,0.20154169936644148,0.7984583006335585,431584.25266701326,355.7136973079838,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64283.0,47800.0,0.03,0.004,0.324,13111893.138,0.2019748346638103,0.7980251653361897,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64344.0,47800.0,0.03,0.004,0.324,13111893.138,0.2019748346638103,0.7980251653361897,447648.992304769,310.86688964210583,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64405.0,47800.0,0.07,0.019,0.324,13118600.570999999,0.20241151276790376,0.7975884872320962,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64466.0,47800.0,0.08,0.023,0.324,13125304.684,0.202851714401494,0.7971482855985059,1432586.126097291,321.63928152261934,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64527.0,47800.0,0.08,0.023,0.324,13125304.684,0.202851714401494,0.7971482855985059,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64588.0,47800.0,0.07,0.022000000000000002,0.324,13132002.318,0.20329541931868075,0.7967045806813192,1612692.430358396,208.42664395162132,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64649.0,47800.0,0.07,0.022000000000000002,0.324,13132002.318,0.20329541931868075,0.7967045806813192,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64710.0,47800.0,0.07,0.02,0.324,13138690.218,0.2037426062759982,0.7962573937240018,1261485.7038620377,200.92331856441655,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64771.0,47800.0,0.07,0.02,0.324,13145365.029000001,0.2041932530021024,0.7958067469978976,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64832.0,47800.0,0.07,0.02,0.324,13145365.029000001,0.2041932530021024,0.7958067469978976,628868.475051329,314.5353616274368,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64894.0,47800.0,0.08,0.027000000000000003,0.324,13152023.295,0.20464733616611305,0.7953526638338871,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
64955.0,47800.0,0.08,0.021,0.324,13158661.455,0.20510483134452168,0.7948951686554784,718934.4420271339,338.5648848730736,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
65016.0,47800.0,0.08,0.021,0.324,13158661.455,0.20510483134452168,0.7948951686554784,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
65077.0,47800.0,0.09,0.039,0.324,13165275.839000005,0.2055657129865172,0.7944342870134828,660772.7134345035,372.9301983232322,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
65138.0,47800.0,0.09,0.039,0.324,13165275.839000005,0.2055657129865172,0.7944342870134828,,,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
65199.0,47800.0,0.08,0.024,0.324,13171862.664,0.20602995437776345,0.7939700456222366,661982.3620547593,248.67236606366745,Laramie 14-76H,68001.0,6043.0,50.0,43850839.407942444,14925.767812721724
